Outcome, Balls, CalledStrikes, Whiffs, Fouls, EV, LA
Walk, 4, 1, 0, 1, None, None
Single, 1, 2, 0, 0, 87.9, 1
Strikeout, 2, 2, 1, 0, None, None
Groundout, 1, 0, 0, 0, 100.1, 1
Groundout, 2, 2, 0, 0, None, None
Groundout, 0, 2, 0, 0, None, None
Groundout, 1, 0, 0, 0, 68.2, -53
Walk, 4, 2, 0, 0, None, None
Strikeout, 3, 3, 0, 4, None, None
Flyout, 1, 1, 0, 0, 88.5, 38
Flyout, 1, 1, 0, 0, 68.4, 45
Strikeout, 0, 2, 1, 0, None, None
Groundout, 0, 0, 0, 0, 87.1, -31
Groundout, 1, 0, 0, 0, 75.5, -7
Forceout, 2, 1, 0, 0, None, None
Strikeout, 1, 2, 0, 1, None, None
Groundout, 2, 1, 1, 2, 84.9, -25
Groundout, 2, 1, 0, 0, 86.4, -5
Walk, 4, 1, 1, 2, None, None
Strikeout, 1, 1, 0, 0, None, None
Strikeout, 0, 2, 1, 0, None, None
Groundout, 1, 1, 0, 0, None, None
Groundout, 1, 2, 0, 0, None, None
Strikeout, 0, 3, 0, 0, None, None
Strikeout, 1, 2, 1, 0, None, None
Groundout, 1, 0, 0, 0, 78.2, -39
Strikeout, 1, 2, 0, 1, None, None
Sac Bunt, 0, 1, 0, 0, None, None
Strikeout, 1, 2, 0, 1, None, None
Strikeout, 1, 1, 2, 0, None, None
Strikeout, 1, 0, 2, 1, None, None
Strikeout, 1, 3, 0, 0, None, None
Strikeout, 1, 0, 0, 0, None, None
Strikeout, 1, 2, 1, 0, None, None
Strikeout, 1, 2, 0, 1, None, None
Groundout, 1, 0, 0, 0, None, None
Sac Bunt, 1, 0, 0, 0, None, None
Groundout, 0, 1, 0, 0, 68.4, -27
Strikeout, 2, 3, 0, 0, None, None
Strikeout, 1, 0, 3, 0, None, None
Strikeout, 0, 2, 1, 1, None, None
Single, 2, 1, 0, 1, 98.5, -13
Strikeout, 0, 2, 1, 0, None, None
Strikeout, 2, 1, 2, 0, None, None
Walk, 4, 2, 0, 0, None, None
Single, 1, 2, 0, 1, 81.1, 18
Groundout, 1, 1, 1, 0, 79.8, -18
Strikeout, 0, 1, 2, 0, None, None
Groundout, 1, 1, 0, 0, 73.9, -4
Single, 1, 0, 0, 0, 80.0, 3
Strikeout, 3, 2, 0, 1, None, None
Strikeout, 3, 2, 0, 2, None, None
Groundout, 0, 1, 0, 0, 84.8, -20
Strikeout, 2, 2, 1, 1, None, None
