Outcome, Balls, CalledStrikes, Whiffs, Fouls, EV, LA
Strikeout, 0, 0, 2, 1, None, None
Single, 1, 1, 0, 0, 96.1, 7
Walk, 4, 0, 0, 0, None, None
Sac Bunt, 0, 0, 0, 0, 35.2, -57
Groundout, 3, 1, 0, 2, 93.2, 7
Single, 3, 2, 0, 1, 102.8, 16
Strikeout, 0, 2, 1, 0, None, None
Walk, 4, 1, 0, 1, None, None
Strikeout, 2, 1, 2, 0, None, None
Groundout, 3, 1, 1, 0, 85.2, 7
Pop Out, 0, 0, 0, 0, 80.4, 72
Strikeout, 1, 2, 1, 0, None, None
Strikeout, 1, 2, 1, 0, None, None
Walk, 4, 1, 0, 0, None, None
Walk, 4, 0, 0, 0, None, None
Walk, 4, 1, 0, 0, None, None
Flyout, 0, 1, 0, 0, 70.4, 47
Flyout, 3, 0, 0, 1, 101.7, 26
Strikeout, 2, 3, 0, 2, None, None
Double, 1, 1, 1, 2, 101.9, 12
Strikeout, 3, 1, 1, 1, None, None
Strikeout, 2, 2, 1, 0, None, None
Strikeout, 1, 0, 2, 1, None, None
Groundout, 3, 1, 0, 1, 72.2, 8
Groundout, 1, 1, 0, 0, 84.3, -32
Groundout, 0, 0, 0, 0, 94.3, -19
Strikeout, 1, 1, 1, 1, None, None
Groundout, 3, 1, 0, 0, 87.1, -37
Strikeout, 1, 2, 1, 0, None, None
Double, 0, 1, 0, 1, 96.6, 19
Sac Bunt, 0, 0, 0, 0, 29.5, -12
Single, 3, 1, 0, 0, 91.6, 15
Strikeout, 1, 1, 2, 0, None, None
Sac Fly, 0, 1, 0, 0, 95.3, 34
GIDP, 1, 1, 0, 1, 90.5, -5
Single, 2, 0, 0, 1, 100.7, 12
Strikeout, 3, 1, 1, 5, None, None
Lineout, 1, 0, 0, 0, 67.5, 23
Groundout, 0, 1, 1, 0, 55.3, -27
Strikeout, 2, 2, 1, 1, None, None
Lineout, 2, 1, 0, 4, 54.8, 15
Walk, 4, 1, 0, 1, None, None
Single, 1, 0, 2, 0, 83.6, 6
Forceout, 2, 1, 0, 0, 82.5, -28
Strikeout, 0, 2, 1, 1, None, None
Strikeout, 0, 2, 1, 0, None, None
Groundout, 1, 1, 0, 0, 94.9, -24
Strikeout, 2, 1, 1, 4, None, None
Pop Out, 0, 0, 0, 0, 88.6, 72
Flyout, 3, 2, 0, 0, 100.5, 31
Double, 0, 0, 0, 0, 101.8, 12
Groundout, 1, 0, 0, 1, 84.6, -20
Flyout, 1, 1, 0, 0, 96.1, 46
Strikeout, 1, 2, 0, 2, None, None
Strikeout, 3, 3, 0, 1, None, None
Strikeout, 0, 1, 1, 1, None, None
Single, 1, 1, 0, 1, 94.0, 18
Walk, 4, 1, 0, 2, None, None
Groundout, 0, 0, 0, 0, 72.0, -40
Flyout, 0, 0, 0, 0, 97.2, 33
Strikeout, 1, 1, 2, 0, None, None
Strikeout, 1, 1, 2, 0, None, None
Single, 3, 1, 0, 1, 97.0, 5
Double Play, 0, 0, 0, 0, 74.3, 6
Walk, 4, 1, 0, 0, None, None
Strikeout, 1, 2, 0, 1, None, None
Flyout, 1, 1, 0, 0, 91.2, 29
Groundout, 0, 1, 0, 0, 76.8, -37
Lineout, 1, 1, 0, 0, 81.7, 29
Groundout, 2, 0, 0, 0, 99.1, 4
Pop Out, 3, 2, 0, 0, 90.6, 63
