Outcome, Balls, CalledStrikes, Whiffs, Fouls, EV, LA
Pop Out, 1, 0, 0, 0, 75.9, 63
Pop Out, 1, 0, 0, 0, 98.5, 67
Walk, 4, 0, 0, 0, None, None
Strikeout, 0, 2, 1, 0, None, None
Strikeout, 1, 1, 2, 0, None, None
Groundout, 3, 1, 1, 0, 98.7, -15
Flyout, 2, 0, 0, 0, 79.8, 53
Flyout, 2, 2, 0, 0, 82.1, 53
Strikeout, 2, 3, 0, 0, None, None
Flyout, 2, 1, 1, 2, 83.4, 55
Single, 2, 0, 0, 0, 80.8, 24
Single, 2, 1, 0, 0, 104.8, 11
Strikeout, 1, 1, 2, 0, None, None
Groundout, 0, 0, 0, 0, 90.7, -16
Double, 2, 1, 0, 0, 102.0, 27
Flyout, 0, 1, 0, 0, 98.8, 39
Single, 1, 2, 0, 0, 93.3, 7
Flyout, 1, 0, 0, 2, 82.4, 31
Flyout, 0, 0, 0, 0, 101.3, 23
Hit By Pitch, 0, 1, 1, 0, None, None
Groundout, 2, 1, 0, 0, 100.2, -7
Pop Out, 1, 1, 0, 3, 85.9, 69
Walk, 4, 1, 0, 0, None, None
Walk, 4, 0, 1, 1, None, None
Groundout, 3, 0, 0, 0, 95.5, -21
Lineout, 3, 1, 0, 1, 88.3, 25
Pop Out, 0, 0, 0, 0, 88.0, 60
Strikeout, 1, 1, 1, 3, None, None
Strikeout, 2, 0, 3, 0, None, None
Flyout, 0, 1, 0, 0, 94.0, 39
Walk, 4, 1, 0, 1, None, None
Flyout, 0, 1, 0, 0, 101.8, 35
Lineout, 0, 0, 0, 0, 109.2, 20
Single, 2, 1, 0, 0, 87.5, 1
Groundout, 3, 1, 0, 1, 93.9, -10
Strikeout, 2, 0, 3, 0, None, None
Flyout, 0, 1, 0, 0, 94.0, 39
Walk, 4, 1, 0, 1, None, None
Flyout, 0, 1, 0, 0, 101.8, 35
Single, 1, 0, 0, 0, 71.9, 38
Groundout, 3, 1, 0, 0, 103.6, 5
Single, 1, 1, 0, 0, 98.0, 15
Strikeout, 2, 0, 2, 1, None, None
Pop Out, 3, 1, 1, 0, 76.5, 71
Single, 3, 0, 0, 1, 37.0, -21
Groundout, 2, 0, 0, 1, 82.8, -17
Lineout, 0, 1, 0, 0, 89.4, 19
Home Run, 3, 1, 0, 0, 107.3, 26
Single, 3, 2, 0, 0, 95.4, 10
Strikeout, 2, 1, 1, 1, None, None
Groundout, 0, 0, 0, 0, 80.1, -9
Single, 2, 2, 0, 4, 97.8, 12
Single, 1, 0, 0, 1, 38.6, -1
Flyout, 0, 1, 0, 1, 89.6, 37
Groundout, 3, 0, 0, 1, 101.4, -23
Flyout, 1, 0, 0, 2, 93.3, 30
Single, 0, 0, 0, 0, 39.7, -76
Flyout, 2, 0, 0, 1, 88.3, 31
Walk, 4, 0, 0, 0, None, None
Groundout, 0, 0, 0, 0, 84.5, -29
Single, 1, 2, 0, 0, 89.3, 21
GIDP, 1, 1, 0, 0, 85.1, -1
Single, 0, 1, 0, 0, 94.6, 15
Strikeout, 2, 2, 1, 0, None, None
Strikeout, 1, 0, 1, 3, None, None
Single, 1, 0, 0, 0, 105.5, 14
Groundout, 2, 2, 0, 0, 89.5, -5
Single, 0, 0, 0, 0, 100.0, 12
Flyout, 0, 1, 0, 0, 93.3, 44
Walk, 4, 1, 0, 0, None, None
Sac Fly, 1, 1, 0, 1, 93.1, 34
Groundout, 3, 1, 0, 0, 96.9, -22
Home Run, 2, 0, 0, 0, 107.7, 30
Walk, 4, 1, 0, 0, None, None
Groundout, 1, 1, 0, 1, 81.6, -5
Groundout, 1, 1, 0, 1, 106.5, -1
Strikeout, 2, 2, 0, 1, None, None
Single, 0, 0, 0, 1, 85.5, 3
Flyout, 3, 1, 1, 1, 94.3, 34
Groundout, 1, 0, 0, 0, 104.4, -11
Double, 3, 1, 1, 1, 100.3, 20
Groundout, 0, 0, 0, 0, 102.6, -8
Strikeout, 3, 2, 1, 1, None, None
Lineout, 2, 0, 0, 0, 104.4, 16
Groundout, 0, 1, 1, 1, 91.8, -46
Walk, 4, 0, 1, 0, None, None
Strikeout, 2, 2, 1, 0, None, None
Groundout, 2, 0, 0, 1, 87.9, -1
Strikeout, 3, 0, 2, 1, None, None
Hit By Pitch, 0, 2, 0, 0, None, None
Double, 1, 1, 0, 0, 103.4, 23
Strikeout, 3, 0, 1, 3, None, None
Walk, 4, 2, 0, 1, None, None
Walk, 4, 1, 0, 0, None, None
Groundout, 1, 1, 1, 1, 103.0, -1
Lineout, 0, 0, 0, 0, 85.4, 24
Caught Stealing 2B, 1, 1, 0, 2, None, None
Walk, 4, 2, 0, 0, None, None
Strikeout, 2, 2, 0, 2, None, None
Groundout, 2, 0, 0, 3, 109.1, 6
Strikeout, 0, 1, 1, 1, None, None
Groundout, 2, 1, 0, 1, 72.7, 12
Lineout, 3, 0, 0, 3, 93.6, 24
Sac Fly, 2, 0, 1, 2, 91.2, 41
Home Run, 0, 0, 0, 0, 104.3, 39
Double, 0, 1, 0, 1, 101.1, -2
Double, 3, 0, 1, 2, 102.0, 15
Walk, 4, 1, 0, 0, None, None
Single, 1, 0, 0, 0, 105.5, 9
Strikeout, 2, 1, 1, 4, None, None
Single, 0, 0, 0, 1, 94.0, 8
Double, 0, 0, 0, 0, 86.4, 9
Flyout, 1, 0, 0, 3, 89.2, 53
Groundout, 2, 2, 0, 0, 44.1, -14
Lineout, 0, 1, 0, 0, 78.4, 28
Single, 1, 0, 0, 0, 100.7, 7
Double, 2, 1, 0, 0, 100.5, 2
Lineout, 1, 0, 0, 3, 101.7, 9
Walk, 4, 0, 0, 0, None, None
Lineout, 3, 2, 0, 0, 106.5, 18
Walk, 4, 1, 0, 0, None, None
Double, 3, 1, 1, 0, 108.0, 20
Strikeout, 2, 1, 1, 7, None, None
Strikeout, 2, 2, 1, 1, None, None
GIDP, 3, 0, 0, 3, 52.7, -13
Flyout, 2, 0, 1, 0, 97.9, 40
Single, 0, 0, 0, 0, 102.6, 6
Double, 2, 0, 0, 0, 86.9, 25
Walk, 4, 0, 2, 0, None, None
Flyout, 1, 0, 0, 0, 79.6, 39
Walk, 4, 1, 0, 1, None, None
Single, 0, 0, 0, 0, 106.0, 3
Walk, 4, 0, 1, 0, None, None
Walk, 4, 1, 0, 0, None, None
Home Run, 1, 0, 1, 0, 103.3, 27
Groundout, 1, 0, 0, 3, 62.2, 3
Flyout, 2, 1, 0, 0, 93.9, 42
Lineout, 0, 0, 0, 0, 95.9, 9
Lineout, 1, 1, 0, 1, 69.4, 14
Walk, 4, 1, 0, 2, None, None
Pop Out, 1, 1, 0, 0, 75.6, 69
Flyout, 1, 0, 0, 0, 103.9, 44
Double, 1, 1, 0, 0, 101.6, 11
Single, 2, 0, 0, 2, 101.0, 12
Strikeout, 2, 1, 2, 0, None, None
Walk, 4, 1, 0, 0, None, None
Strikeout, 3, 1, 2, 0, None, None
Groundout, 0, 1, 0, 0, 69.7, -17
Walk, 4, 0, 0, 0, None, None
Groundout, 1, 1, 0, 1, 74.6, 2
Flyout, 3, 0, 2, 0, 94.3, 52
Single, 1, 0, 0, 2, 104.5, 14
Lineout, 2, 2, 0, 0, 58.0, 24
Walk, 4, 0, 0, 0, None, None
Groundout, 1, 0, 0, 0, 86.2, -5
Walk, 4, 0, 2, 2, None, None
Sac Fly, 1, 1, 0, 0, 102.5, 29
Strikeout, 1, 0, 3, 1, None, None
Single, 1, 1, 1, 0, 98.0, -8
Strikeout, 0, 3, 0, 0, None, None
Strikeout, 3, 3, 0, 0, None, None
Hit By Pitch, 1, 1, 0, 1, None, None
Strikeout, 2, 1, 1, 1, None, None
Double, 2, 1, 1, 0, 90.2, 22
Strikeout, 2, 1, 1, 2, None, None
Strikeout, 1, 1, 1, 3, None, None
Pop Out, 2, 0, 0, 0, 90.8, 66
Walk, 4, 0, 0, 0, None, None
Home Run, 3, 1, 0, 1, 102.5, 26
Flyout, 0, 1, 0, 0, 88.7, 58
Flyout, 1, 0, 2, 1, 84.3, 47
Double, 1, 1, 0, 0, 91.7, 29
Lineout, 2, 1, 0, 0, 85.2, 15
Strikeout, 1, 1, 1, 2, None, None
Strikeout, 3, 3, 0, 1, None, None
Groundout, 0, 0, 0, 0, 102.8, 1
Pop Out, 0, 1, 0, 1, 83.0, 68
Strikeout, 3, 1, 1, 1, None, None
Strikeout, 1, 1, 1, 1, None, None
Groundout, 1, 0, 0, 0, 89.5, -9
Lineout, 3, 1, 1, 0, 108.7, 17
Pop Out, 0, 2, 0, 0, 77.5, 68
Walk, 4, 1, 1, 1, None, None
Flyout, 1, 0, 0, 1, 92.0, 49
Walk, 4, 1, 0, 2, None, None
Strikeout, 3, 2, 1, 2, None, None
Double, 2, 0, 0, 1, 106.0, 17
Single, 3, 1, 0, 1, 81.9, -3
Single, 2, 1, 0, 2, 89.9, 13
Strikeout, 0, 1, 2, 0, None, None
Strikeout, 3, 1, 1, 1, None, None
Flyout, 3, 1, 1, 1, 76.0, 43
Groundout, 3, 2, 0, 1, 84.6, -1
Strikeout, 2, 0, 1, 2, None, None
Groundout, 2, 0, 0, 1, 89.4, -17
Strikeout, 2, 1, 1, 1, None, None
Strikeout, 0, 1, 2, 0, None, None
Strikeout, 3, 2, 0, 1, None, None
Lineout, 3, 1, 0, 0, 94.2, 10
Forceout, 1, 1, 0, 1, 76.9, -11
Home Run, 3, 1, 0, 3, 101.5, 30
Strikeout, 2, 1, 1, 1, None, None
Strikeout, 1, 0, 2, 2, None, None
Double, 0, 2, 0, 1, 98.0, 29
Strikeout, 0, 2, 1, 0, None, None
Walk, 4, 0, 0, 0, None, None
Double, 2, 0, 0, 4, 106.8, 21
Flyout, 1, 1, 0, 0, 96.4, 41
Pop Out, 2, 0, 0, 0, 90.0, 60
Walk, 4, 0, 0, 1, None, None
Walk, 4, 2, 0, 1, None, None
Strikeout, 2, 3, 0, 0, None, None
Groundout, 2, 1, 1, 0, 62.0, 14
Pop Out, 1, 1, 0, 0, 72.2, 59
Groundout, 3, 2, 0, 1, 99.9, None
Walk, 4, 1, 0, 0, None, None
Double Play, 0, 1, 0, 0, 70.0, 12
Single, 1, 0, 0, 0, 104.6, 16
Strikeout, 3, 3, 0, 0, None, None
Sac Fly, 3, 1, 0, 1, 84.9, 40
Pop Out, 2, 1, 1, 0, 50.2, 58
Lineout, 2, 1, 0, 0, 99.0, 20
Walk, 4, 1, 1, 0, None, None
Groundout, 3, 2, 0, 1, 90.2, 5
Groundout, 1, 0, 1, 1, 58.9, 10
Strikeout, 0, 2, 0, 1, None, None
Strikeout, 1, 1, 1, 1, None, None
Groundout, 3, 1, 0, 1, 81.1, -11
Strikeout, 2, 1, 2, 0, None, None
Groundout, 1, 0, 0, 0, 84.1, -2
Groundout, 2, 1, 0, 0, 97.8, 3
Groundout, 2, 0, 0, 0, 81.6, -23
Flyout, 2, 1, 0, 0, 86.1, 59
Double, 2, 0, 0, 1, 100.4, 13
Walk, 4, 1, 1, 0, None, None
Home Run, 0, 0, 0, 0, 101.1, 36
Groundout, 2, 0, 0, 1, 99.6, -3
Strikeout, 1, 3, 0, 0, None, None
Strikeout, 0, 0, 1, 1, None, None
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 3, 1, 1, 2, None, None
Strikeout, 3, 1, 2, 0, None, None
Strikeout, 1, 1, 1, 1, None, None
Flyout, 1, 0, 0, 0, 97.7, 40
Strikeout, 1, 0, 1, 2, None, None
Forceout, 1, 0, 0, 0, 34.6, -30
Groundout, 0, 0, 0, 0, 97.2, -10
Single, 1, 1, 0, 0, 71.1, 24
Flyout, 2, 2, 0, 0, 92.2, 30
Flyout, 3, 1, 0, 3, 98.2, 42
Strikeout, 1, 0, 1, 1, None, None
Groundout, 3, 1, 0, 0, 98.1, -8
Flyout, 3, 1, 1, 4, 82.3, 57
Home Run, 1, 1, 0, 0, 99.5, 27
Strikeout, 0, 3, 0, 0, None, None
Strikeout, 2, 1, 1, 1, None, None
Groundout, 1, 1, 1, 1, 71.5, -57
Forceout, 3, 1, 0, 0, 89.8, 6
Single, 2, 1, 1, 0, 79.2, 17
Forceout, 1, 0, 1, 1, 58.5, 13
Strikeout, 2, 1, 1, 6, None, None
Single, 1, 0, 1, 0, 104.0, -4
Strikeout, 2, 1, 1, 1, None, None
Forceout, 3, 1, 0, 0, 91.6, -5
Pop Out, 1, 2, 0, 0, 71.1, 65
Walk, 4, 1, 0, 0, None, None
Groundout, 0, 1, 0, 0, 107.7, -16
Strikeout, 2, 0, 2, 1, None, None
Flyout, 2, 1, 1, 0, 93.4, 45
Walk, 4, 1, 1, 4, None, None
Flyout, 1, 1, 0, 1, 96.0, 31
Groundout, 2, 1, 1, 0, 100.3, 1
Walk, 4, 2, 0, 0, None, None
Groundout, 3, 1, 1, 0, 87.1, -1
Strikeout, 2, 2, 1, 1, None, None
Groundout, 1, 1, 0, 0, 96.4, 1
Groundout, 2, 0, 0, 0, 93.2, -17
Double, 2, 0, 0, 0, 103.2, 26
Strikeout, 0, 2, 1, 1, None, None
Flyout, 0, 2, 0, 0, 80.2, 32
Strikeout, 0, 1, 2, 0, None, None
Flyout, 3, 1, 0, 0, 92.1, 54
Strikeout, 2, 0, 2, 2, None, None
Lineout, 2, 1, 0, 1, 97.1, 19
Flyout, 2, 0, 0, 0, 96.5, 37
Hit By Pitch, 2, 1, 1, 1, None, None
Strikeout, 0, 2, 1, 1, None, None
Flyout, 0, 0, 0, 0, 93.5, 27
Strikeout, 2, 2, 1, 1, None, None
Strikeout, 1, 1, 2, 0, None, None
Pop Out, 1, 1, 0, 0, 78.2, 68
Pop Out, 1, 1, 0, 2, 82.2, 66
Pop Out, 0, 1, 0, 1, 89.2, 61
Single, 0, 1, 0, 1, 96.6, None
Groundout, 2, 1, 0, 0, 80.2, -5
Triple, 1, 0, 1, 2, 104.1, 20
Flyout, 1, 1, 0, 0, 102.6, 37
Single, 0, 0, 0, 0, 58.9, -50
Flyout, 0, 0, 0, 0, 84.9, 50
Groundout, 1, 1, 0, 0, 86.3, -7
Pop Out, 1, 1, 1, 0, 78.8, 72
Strikeout, 0, 1, 0, 2, None, None
Single, 1, 1, 0, 2, 85.8, 15
Flyout, 0, 1, 0, 0, 95.3, 36
Flyout, 1, 0, 0, 0, 96.5, 35
Walk, 4, 2, 0, 0, None, None
Groundout, 1, 0, 0, 2, 75.5, -5
Double, 0, 0, 0, 0, 100.2, 17
Double, 1, 1, 0, 1, 95.9, 22
Walk, 4, 1, 0, 1, None, None
Strikeout, 1, 1, 1, 1, None, None
Groundout, 1, 1, 0, 1, 94.6, -18
Strikeout, 2, 1, 1, 5, None, None
Groundout, 2, 0, 0, 1, 36.4, -33
Walk, 4, 1, 0, 0, None, None
Flyout, 0, 1, 1, 0, 78.1, 28
Single, 0, 0, 0, 0, 90.5, 18
Home Run, 0, 0, 0, 0, 105.1, 24
Strikeout, 1, 2, 1, 3, None, None
Double, 0, 1, 1, 0, 99.4, 29
Groundout, 1, 0, 0, 0, 101.3, None
Strikeout, 3, 2, 0, 1, None, None
Strikeout, 2, 2, 1, 2, None, None
Lineout, 2, 0, 1, 1, 95.8, 8
Flyout, 2, 1, 0, 1, 89.5, 41
Single, 0, 2, 0, 0, 72.6, -30
Flyout, 3, 0, 0, 0, 71.2, 38
Pop Out, 0, 0, 0, 0, 81.6, 59
Flyout, 1, 1, 0, 0, 72.3, 33
Double Play, 0, 1, 0, 0, 66.5, 16
Flyout, 3, 2, 0, 2, 91.8, 50
Strikeout, 0, 1, 2, 0, None, None
Lineout, 0, 0, 0, 1, 98.0, 21
Strikeout, 3, 1, 1, 1, None, None
Field Error, 2, 1, 0, 2, 90.4, 70
Groundout, 0, 0, 0, 0, 103.9, 2
Walk, 4, 0, 1, 0, None, None
Single, 1, 2, 0, 0, 93.8, 13
Flyout, 2, 1, 0, 1, 77.4, 30
Strikeout, 1, 1, 1, 1, None, None
Groundout, 0, 1, 1, 0, 62.7, -35
Groundout, 0, 1, 0, 0, 86.5, -13
Groundout, 2, 0, 0, 0, 78.8, -35
Groundout, 2, 1, 0, 0, 61.8, -52
Single, 0, 0, 0, 0, 91.5, 20
Strikeout, 3, 1, 1, 1, None, None
Strikeout, 2, 1, 1, 1, None, None
Walk, 4, 2, 0, 3, None, None
Strikeout, 0, 2, 1, 0, None, None
Flyout, 0, 0, 0, 0, 91.2, 36
Double Play, 1, 0, 0, 0, 69.5, 33
Pop Out, 0, 1, 0, 0, 98.7, 64
Strikeout, 1, 1, 1, 1, None, None
Flyout, 3, 0, 0, 3, 91.9, 54
Flyout, 0, 0, 0, 0, 82.4, 64
Groundout, 1, 1, 0, 0, 87.2, -16
Single, 0, 0, 0, 0, 31.1, -6
Flyout, 3, 1, 0, 2, 83.3, 41
Flyout, 1, 1, 0, 1, 96.8, 44
Groundout, 2, 1, 0, 0, 103.0, -19
Walk, 4, 1, 0, 0, None, None
Home Run, 0, 0, 2, 0, 100.9, 29
Flyout, 0, 1, 0, 0, 94.6, 24
Strikeout, 0, 1, 1, 1, None, None
Home Run, 1, 0, 0, 1, 105.1, 23
Strikeout, 0, 1, 1, 1, None, None
Groundout, 1, 1, 0, 1, 85.0, -28
Flyout, 1, 1, 0, 1, 97.2, 32
Strikeout, 3, 0, 2, 3, None, None
Pop Out, 3, 1, 0, 1, 88.9, 63
Flyout, 1, 0, 0, 1, 92.3, 46
Strikeout, 2, 1, 1, 1, None, None
Walk, 4, 1, 0, 1, None, None
Groundout, 0, 1, 0, 0, 86.9, -7
Strikeout, 1, 1, 1, 1, None, None
Double, 1, 2, 0, 0, 100.5, 17
Walk, 4, 0, 1, 3, None, None
Walk, 4, 1, 1, 2, None, None
Home Run, 0, 0, 0, 0, 101.3, 30
Fielders Choice, 0, 0, 0, 0, 90.6, -22
Double, 1, 0, 0, 0, 102.3, 23
Lineout, 3, 1, 0, 0, 97.6, 20
Strikeout, 3, 2, 1, 2, None, None
Walk, 4, 0, 1, 0, None, None
Strikeout, 1, 1, 1, 1, None, None
Groundout, 1, 1, 0, 0, 94.1, -12
Strikeout, 1, 1, 2, 1, None, None
Groundout, 1, 1, 0, 0, 74.8, 4
Strikeout, 2, 1, 2, 0, None, None
Walk, 4, 0, 0, 0, None, None
Forceout, 1, 0, 0, 0, 87.4, -14
Flyout, 1, 0, 0, 0, 99.1, 61
Strikeout, 3, 1, 1, 1, None, None
Flyout, 0, 0, 0, 0, 88.6, 52
Strikeout, 1, 2, 1, 1, None, None
Strikeout, 2, 1, 1, 1, None, None
Strikeout, 3, 1, 2, 0, None, None
Flyout, 0, 1, 0, 1, 100.0, 43
Flyout, 0, 0, 0, 1, 100.8, 28
GIDP, 0, 0, 0, 1, 105.9, None
Strikeout, 3, 2, 1, 0, None, None
Strikeout, 0, 1, 1, 1, None, None
Flyout, 0, 1, 0, 0, 97.0, 59
Groundout, 2, 0, 1, 1, 72.5, -46
Walk, 4, 0, 0, 1, None, None
Walk, 4, 1, 0, 1, None, None
Groundout, 2, 0, 0, 3, None, None
Strikeout, 2, 1, 1, 1, None, None
Groundout, 2, 0, 0, 0, 97.7, -1
Strikeout, 0, 2, 0, 1, None, None
Flyout, 0, 1, 0, 2, 75.2, 34
Groundout, 1, 0, 0, 1, 95.9, -4
Flyout, 0, 0, 0, 0, 78.2, 50
Field Error, 0, 1, 0, 0, 76.6, 2
Single, 0, 1, 0, 0, 96.3, 13
Groundout, 1, 1, 0, 1, 93.3, -7
Strikeout, 1, 1, 2, 0, None, None
Flyout, 1, 1, 0, 0, 89.7, 58
Walk, 4, 1, 0, 0, None, None
Walk, 4, 0, 0, 0, None, None
Pop Out, 1, 0, 0, 1, 54.5, 62
Strikeout, 1, 1, 1, 2, None, None
Single, 0, 0, 1, 0, 72.0, 54
Single, 1, 1, 0, 2, 97.5, 5
Pop Out, 2, 1, 0, 3, 83.3, 76
Single, 3, 2, 0, 1, 109.7, 20
Strikeout, 1, 0, 2, 1, None, None
Strikeout, 3, 2, 1, 1, None, None
Pop Out, 0, 0, 0, 0, 56.7, 74
Strikeout, 0, 0, 1, 1, None, None
Strikeout, 3, 2, 0, 1, None, None
Groundout, 1, 1, 0, 0, 99.4, 2
Hit By Pitch, 2, 0, 0, 0, None, None
Groundout, 1, 0, 0, 0, 73.8, -3
Strikeout, 3, 1, 1, 0, None, None
Strikeout, 3, 1, 1, 1, None, None
Walk, 4, 0, 0, 0, None, None
Strikeout, 2, 2, 0, 1, None, None
Groundout, 0, 0, 0, 0, 83.5, -9
Forceout, 0, 0, 0, 0, 84.4, -36
Strikeout, 0, 2, 1, 1, None, None
Strikeout, 1, 1, 1, 2, None, None
