Outcome, Balls, CalledStrikes, Whiffs, Fouls, EV, LA
Flyout, 0, 0, 1, 3, 78.4, 30
Single, 0, 0, 0, 0, 60.9, 30
Flyout, 0, 0, 0, 0, 97.8, 35
Strikeout, 0, 1, 2, 0, None, None
Flyout, 2, 2, 0, 0, 97.2, 31
Single, 2, 1, 0, 1, None, None
Single, 1, 0, 0, 0, 109.8, 8
Walk, 4, 0, 0, 2, None, None
Strikeout, 2, 1, 1, 1, None, None
Lineout, 1, 0, 0, 1, 93.6, 20
Home Run, 1, 0, 1, 0, None, None
Double, 3, 1, 0, 0, 73.8, -23
Lineout, 0, 1, 0, 0, None, None
Walk, 4, 2, 0, 0, None, None
Forceout, 0, 0, 0, 1, None, None
Strikeout, 2, 0, 1, 3, None, None
Groundout, 0, 0, 0, 0, 74.4, -12
Pop Out, 2, 0, 0, 1, None, None
Flyout, 2, 0, 0, 2, 78.3, 31
Flyout, 0, 0, 0, 0, 82.5, 35
Groundout, 1, 2, 0, 0, 92.7, -20
Flyout, 2, 1, 0, 0, 74.9, 42
Single, 3, 2, 0, 1, 97.3, -12
Walk, 4, 0, 0, 2, None, None
Strikeout, 2, 2, 1, 0, None, None
Strikeout, 2, 0, 2, 1, None, None
Groundout, 1, 0, 0, 1, 96.3, -24
Flyout, 0, 0, 1, 0, 103.3, 26
Strikeout, 3, 0, 1, 2, None, None
Flyout, 0, 0, 0, 0, 82.7, 31
Single, 0, 2, 0, 0, 103.6, 9
Strikeout, 0, 2, 1, 1, None, None
Flyout, 0, 0, 0, 0, None, None
Lineout, 1, 2, 0, 0, None, None
Pop Out, 0, 0, 0, 0, None, None
Walk, 4, 0, 1, 0, None, None
Strikeout, 2, 0, 2, 1, None, None
Strikeout, 1, 0, 2, 1, None, None
Walk, 4, 2, 0, 1, None, None
Walk, 4, 1, 0, 0, None, None
Strikeout, 3, 2, 1, 0, None, None
Strikeout, 2, 1, 1, 1, None, None
Pop Out, 3, 1, 1, 0, None, None
Double, 0, 0, 0, 0, 107.8, 13
Flyout, 0, 0, 0, 0, 88.2, 44
Strikeout, 1, 2, 1, 0, None, None
Groundout, 1, 1, 0, 0, None, None
Flyout, 1, 0, 1, 0, 96.5, 40
Single, 0, 0, 0, 0, 100.7, -7
Single, 0, 0, 0, 0, 81.6, 9
Walk, 4, 0, 0, 0, None, None
Groundout, 1, 2, 0, 0, None, None
Walk, 4, 1, 0, 2, None, None
Strikeout, 2, 0, 3, 0, None, None
Strikeout, 2, 1, 1, 2, None, None
Groundout, 3, 2, 0, 0, 79.7, -3
Groundout, 2, 0, 0, 0, None, None
Groundout, 2, 2, 0, 1, 88.8, -24
Single, 0, 0, 0, 1, 108.4, 11
Strikeout, 3, 0, 3, 0, None, None
Strikeout, 1, 2, 0, 1, None, None
Strikeout, 3, 0, 2, 1, None, None
Flyout, 0, 0, 0, 0, 90.8, 36
Single, 1, 0, 0, 2, 79.6, 6
Walk, 4, 1, 0, 0, None, None
Single, 0, 0, 0, 0, 93.0, 9
Strikeout, 1, 2, 0, 2, None, None
Walk, 4, 0, 0, 3, None, None
Double, 1, 0, 0, 0, 99.0, 21
Groundout, 0, 0, 0, 0, 80.1, -20
Groundout, 1, 0, 1, 0, 57.5, -20
Single, 2, 2, 0, 0, 95.4, 7
Groundout, 0, 0, 1, 1, 94.7, -18
Forceout, 0, 0, 0, 0, 89.7, -11
Single, 2, 1, 0, 1, 104.9, 11
Single, 1, 1, 0, 1, 104.2, 7
Groundout, 2, 0, 0, 1, 96.7, -12
Double, 2, 1, 0, 1, 100.2, -3
Field Error, 0, 0, 0, 0, 93.6, -3
Triple, 0, 0, 0, 0, 100.7, 32
Double, 3, 2, 0, 0, 87.7, 19
Strikeout, 0, 1, 1, 1, None, None
Strikeout, 2, 2, 1, 0, None, None
Home Run, 1, 1, 0, 0, 98.2, 26
Pop Out, 2, 1, 0, 1, None, None
Flyout, 1, 1, 0, 0, 96.7, 53
Single, 0, 0, 0, 1, 91.0, 10
Lineout, 2, 2, 0, 0, 102.0, 16
Pop Out, 2, 0, 0, 1, None, None
Double, 1, 0, 1, 0, 100.6, -2
Strikeout, 1, 2, 1, 3, None, None
Groundout, 0, 0, 0, 0, None, None
Strikeout, 1, 2, 1, 0, None, None
Groundout, 1, 0, 0, 0, 63.2, -53
Groundout, 1, 1, 0, 0, 85.7, -7
Strikeout, 2, 2, 1, 0, None, None
Groundout, 0, 1, 0, 2, 58.7, -38
Forceout, 1, 0, 0, 2, 81.3, -30
Lineout, 0, 0, 1, 0, 99.9, 18
Strikeout, 2, 1, 1, 1, None, None
Single, 1, 0, 0, 0, 106.7, 6
Strikeout, 0, 1, 1, 1, None, None
Strikeout, 2, 1, 1, 4, None, None
Hit By Pitch, 1, 0, 1, 0, None, None
Groundout, 1, 1, 1, 0, 96.2, -1
Strikeout, 2, 1, 1, 1, None, None
Groundout, 1, 0, 0, 1, 82.1, -35
Flyout, 2, 1, 0, 0, 90.4, 20
Lineout, 1, 0, 1, 0, 67.3, 13
Single, 0, 0, 0, 0, 93.7, -13
Strikeout, 2, 1, 1, 1, None, None
Strikeout, 1, 0, 3, 1, None, None
Forceout, 2, 0, 1, 0, 93.8, -12
Strikeout, 3, 1, 1, 2, None, None
Groundout, 1, 0, 0, 0, 67.7, 10
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 0, 0, 1, 2, None, None
Strikeout, 3, 0, 2, 1, None, None
Home Run, 2, 0, 2, 0, 104.3, 27
Groundout, 1, 1, 0, 0, None, None
Strikeout, 3, 1, 1, 1, None, None
Strikeout, 3, 2, 0, 1, None, None
Triple, 2, 1, 0, 0, 102.8, -8
Groundout, 0, 0, 0, 0, 92.7, -16
Flyout, 1, 0, 0, 0, 96.6, 56
Groundout, 2, 0, 0, 0, 97.5, -14
Walk, 4, 1, 1, 1, None, None
GIDP, 0, 0, 0, 0, 88.0, -2
Single, 1, 1, 0, 0, 87.8, 11
Strikeout, 2, 1, 1, 1, None, None
Flyout, 2, 0, 0, 1, 101.6, 35
Walk, 4, 2, 0, 0, None, None
Walk, 4, 1, 0, 2, None, None
Groundout, 3, 0, 1, 1, 101.5, 7
Strikeout, 1, 1, 2, 0, None, None
Walk, 4, 1, 1, 2, None, None
Flyout, 2, 0, 1, 0, 95.0, 44
Double, 2, 1, 1, 1, 108.0, 16
Strikeout, 2, 1, 2, 0, None, None
Groundout, 2, 1, 0, 1, None, None
GIDP, 0, 0, 0, 0, 90.4, -23
Flyout, 2, 0, 1, 1, 84.5, 37
Strikeout, 0, 1, 2, 0, None, None
Strikeout, 1, 1, 2, 0, None, None
Strikeout, 1, 1, 2, 0, None, None
Strikeout, 3, 2, 0, 2, None, None
Strikeout, 1, 2, 1, 0, None, None
Groundout, 2, 1, 0, 1, 99.7, -5
