Outcome, Balls, CalledStrikes, Whiffs, Fouls, EV, LA
Walk, 4, 1, 0, 0, None, None
Strikeout, 0, 2, 1, 0, None, None
Strikeout, 1, 1, 1, 2, None, None
Groundout, 0, 0, 0, 0, 86.1, -29
Walk, 4, 1, 0, 0, None, None
Strikeout, 0, 2, 1, 0, None, None
Strikeout, 1, 1, 1, 2, None, None
Groundout, 0, 0, 0, 0, 86.1, -29
Fielders Choice Out, 3, 0, 1, 2, 68.2, 2
Pop Out, 2, 0, 1, 0, None, None
Home Run, 1, 1, 1, 1, 103.4, 25
Strikeout, 3, 2, 0, 2, None, None
Groundout, 0, 1, 0, 0, 77.2, 5
Strikeout, 1, 0, 1, 3, None, None
Strikeout, 2, 1, 2, 0, None, None
Strikeout, 1, 1, 2, 0, None, None
GIDP, 1, 0, 0, 0, 77.3, -39
Flyout, 2, 0, 0, 0, 89.2, 44
Strikeout, 1, 2, 1, 0, None, None
Flyout, 2, 1, 1, 0, 71.4, 38
Flyout, 1, 2, 0, 0, 87.1, 47
Pop Out, 3, 0, 1, 0, None, None
Strikeout, 2, 1, 2, 1, None, None
Single, 0, 0, 0, 1, 103.7, 12
Double, 0, 0, 0, 0, 97.0, 16
Strikeout, 2, 3, 0, 0, None, None
Pop Out, 1, 1, 0, 0, 64.8, 48
Walk, 4, 0, 2, 0, None, None
Single, 0, 1, 1, 0, 99.6, -10
Single, 0, 0, 0, 0, None, None
Strikeout, 3, 3, 0, 1, None, None
Strikeout, 2, 3, 0, 0, None, None
Groundout, 1, 0, 0, 1, 81.3, -21
Single, 1, 0, 0, 0, 77.9, 47
Strikeout, 0, 0, 3, 0, None, None
Flyout, 0, 1, 0, 0, 73.3, 47
Hit By Pitch, 2, 1, 1, 0, None, None
Flyout, 1, 0, 1, 0, 90.5, 46
Strikeout, 0, 1, 2, 0, None, None
Strikeout, 2, 1, 1, 1, None, None
Flyout, 1, 0, 1, 0, 94.6, 35
Pop Out, 2, 0, 0, 0, None, None
Single, 3, 1, 0, 0, 95.3, 9
Walk, 4, 0, 0, 0, None, None
Single, 1, 0, 0, 1, 93.1, -9
Groundout, 1, 1, 0, 0, None, None
Flyout, 0, 0, 0, 0, 90.9, 28
Strikeout, 2, 1, 1, 2, None, None
Groundout, 0, 1, 1, 0, 101.4, 1
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 1, 2, 1, 0, None, None
Pop Out, 1, 1, 0, 0, None, None
Single, 3, 0, 0, 2, 102.8, 10
Groundout, 1, 0, 0, 0, 78.1, -19
Flyout, 1, 0, 0, 0, 92.2, 37
Strikeout, 2, 1, 1, 1, None, None
Sac Fly, 1, 0, 0, 0, 94.0, 46
Groundout, 0, 0, 0, 0, 94.2, -4
Groundout, 0, 0, 0, 0, 101.9, -9
Strikeout, 2, 3, 0, 0, None, None
Strikeout, 2, 1, 1, 1, None, None
Walk, 4, 0, 1, 0, None, None
Strikeout, 1, 2, 1, 1, None, None
Lineout, 3, 1, 0, 1, 84.1, 27
Groundout, 0, 1, 0, 0, 100.2, 1
Flyout, 3, 0, 0, 1, 88.9, 47
Lineout, 1, 0, 0, 1, 99.6, 17
Flyout, 0, 1, 0, 0, 87.6, 24
