Outcome, Balls, CalledStrikes, Whiffs, Fouls, EV, LA
Strikeout, 1, 1, 1, 1, None, None
Single, 2, 0, 0, 0, 74.4, 19
Pop Out, 2, 1, 0, 0, 83.7, 72
Walk, 4, 1, 1, 0, None, None
Pop Out, 1, 0, 2, 0, 86.2, 67
Single, 0, 0, 0, 0, 100.4, -10
Strikeout, 1, 0, 1, 2, None, None
Forceout, 1, 1, 0, 1, 61.6, -47
Bunt Groundout, 0, 0, 0, 0, 32.9, -49
Strikeout, 2, 1, 1, 1, None, None
Strikeout, 0, 1, 1, 1, None, None
Strikeout, 1, 1, 2, 1, None, None
Single, 0, 0, 0, 0, 103.8, 9
Single, 1, 0, 0, 1, 97.5, 15
Strikeout, 2, 1, 1, 1, None, None
Single, 0, 1, 0, 2, 80.6, -40
Strikeout, 1, 0, 2, 2, None, None
Strikeout, 1, 0, 1, 3, None, None
Walk, 4, 1, 1, 0, None, None
Home Run, 0, 0, 0, 0, 100.5, 31
Walk, 4, 1, 0, 2, None, None
Strikeout, 2, 1, 1, 2, None, None
Strikeout, 1, 2, 1, 0, None, None
Single, 3, 1, 0, 0, 107.8, 11
Single, 1, 0, 0, 0, 84.4, -37
Strikeout, 0, 2, 1, 0, None, None
Lineout, 0, 1, 0, 1, 55.0, 30
Groundout, 0, 0, 1, 0, 80.8, -39
Walk, 4, 1, 1, 0, None, None
Flyout, 0, 0, 1, 0, 100.2, 25
Strikeout, 0, 0, 3, 0, None, None
Groundout, 2, 0, 0, 0, 96.6, -4
Groundout, 2, 0, 0, 3, 104.6, 1
Groundout, 0, 1, 0, 0, 69.2, -16
Lineout, 1, 0, 0, 0, 85.5, 21
Flyout, 3, 1, 0, 0, 95.5, 32
Strikeout, 2, 2, 1, 0, None, None
Strikeout, 0, 0, 1, 2, None, None
Strikeout, 1, 0, 2, 2, None, None
Walk, 4, 0, 0, 0, None, None
Strikeout, 2, 0, 1, 2, None, None
Groundout, 1, 0, 0, 0, 100.4, -26
Strikeout, 1, 2, 1, 0, None, None
Single, 0, 1, 0, 2, 68.8, 27
Single, 0, 0, 0, 0, 106.5, 9
Walk, 4, 0, 1, 1, None, None
Fielders Choice Out, 2, 1, 0, 2, 103.9, -12
Strikeout, 2, 0, 1, 2, None, None
Pop Out, 0, 1, 0, 1, 78.2, 73
Groundout, 0, 1, 0, 0, 99.7, 2
Home Run, 0, 0, 0, 0, 105.3, 24
Double, 0, 0, 0, 0, 107.0, 15
Lineout, 1, 1, 1, 0, 103.4, 14
Strikeout, 3, 0, 3, 3, None, None
Strikeout, 2, 2, 1, 1, None, None
Walk, 4, 2, 0, 2, None, None
Flyout, 2, 1, 0, 4, 97.0, 30
Groundout, 2, 0, 2, 0, 71.4, -3
Double, 1, 1, 0, 0, 73.0, 20
Flyout, 0, 0, 0, 0, 83.7, 31
Strikeout, 2, 1, 1, 1, None, None
Flyout, 1, 1, 0, 0, 73.4, 42
Groundout, 2, 0, 0, 0, 97.8, -14
Walk, 4, 0, 0, 1, None, None
Double, 0, 1, 0, 0, 98.2, 14
Strikeout, 3, 1, 2, 1, None, None
Triple, 0, 1, 0, 0, 98.1, 15
Strikeout, 2, 3, 0, 0, None, None
Bunt Groundout, 0, 0, 0, 0, 30.2, -85
Strikeout, 3, 1, 2, 2, None, None
Single, 2, 1, 0, 0, 98.1, 12
