last_name, first_name,player_id,year,pa,walk,k_percent,batting_avg,xba,exit_velocity_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
Groshans, Jordan,677954,2022,65,4,20,.262,.234,87.1,37.5,2.1,37.5,98.61393375,93.529322917,17.9,44.5
Vargas, Miguel,678246,2022,50,2,26,.170,.203,89.7,25.7,8.6,40,98.538499444,93.609804857,24.3,51
Torkelson, Spencer,679529,2022,404,37,24.5,.203,.223,90.5,35.4,8.4,41.8,100.743731756,94.657766412,25.6,45.9
Vavra, Terrin,679631,2022,103,12,18.4,.258,.268,87.5,37.5,1.4,23.6,96.135936571,92.201115217,23.2,49.6
Palacios, Richie,680700,2022,123,9,16.3,.232,.244,85,26.9,1.1,21.5,95.27551,91.693951209,16.6,48.1
Kwan, Steven,680757,2022,638,62,9.4,.298,.268,85.1,34.6,1.4,20.8,94.219058287,91.134248486,9,38.1
Duran, Jarren,680776,2022,223,14,28.3,.221,.219,89.3,27.5,7.7,38,99.170221176,93.807350882,28.2,49.9
Jeffers, Ryan,680777,2022,236,23,26.3,.208,.218,88.2,35.8,13.2,42.4,101.152073919,94.809587415,22.6,46.2
Burdick, Peyton,680814,2022,102,8,34.3,.207,.205,90,35.1,10.5,38.6,100.275255357,94.431755179,33.6,52.6
Miller, Owen,680911,2022,472,32,19.7,.243,.246,85.8,35,3.5,31.2,97.306117941,92.667096401,18.5,48
Donovan, Brendan,680977,2022,468,60,15,.281,.266,87.7,32.7,3.4,37.7,98.14258882,93.299366978,15.6,38.1
Stott, Bryson,681082,2022,466,36,19.1,.234,.237,88.1,29.4,4.4,36.8,97.97018994,93.096499761,17.2,45
Bride, Jonah,681146,2022,187,19,17.1,.204,.217,86.9,31.8,1.5,31.1,96.774698182,92.509176031,17.1,35.9
Carpenter, Kerry,681481,2022,113,6,28.3,.252,.211,87.2,37.5,11.1,36.1,97.789840556,92.926224583,27.8,52.5
Villar, David,681584,2022,181,18,32,.231,.187,86.8,33.3,9.1,36.4,97.5144976,92.850052323,37.2,44.2
Eaton, Nate,681987,2022,122,10,24.6,.264,.233,85.8,43.8,5,27.5,96.58405675,92.346357848,23.8,49.1
Abrams, CJ,682928,2022,302,5,16.6,.246,.241,86.5,28.6,2.1,30.7,97.184953739,92.612726201,22.3,57
Greene, Riley,682985,2022,418,36,28.7,.253,.246,89.5,32,9.3,45.2,102.14516814,95.266459961,25.6,45.3
Carroll, Corbin,682998,2022,115,8,27,.260,.221,85.8,34.2,5.5,32.9,97.229943784,92.678458904,28.8,44.8
Henderson, Gunnar,683002,2022,132,16,25.8,.259,.250,92.4,25.6,9.8,53.7,103.04003561,96.431520488,26.6,41.2
Stefanic, Michael,683021,2022,69,5,17.4,.197,.217,84.8,28,2,22,93.49606,90.955379592,19.2,41.4
Vaughn, Andrew,683734,2022,555,31,17.3,.271,.255,90.8,34.1,7.9,48.6,101.162950291,95.12858284,21,47
Pasquantino, Vinnie,686469,2022,298,35,11.4,.295,.289,91.2,34.1,8.8,46.9,101.197336607,95.08140192,15.3,46
Massey, Michael,686681,2022,194,9,23.7,.243,.243,89.3,35.1,13,38.2,99.036690645,93.797110403,27.8,54.5
Grissom, Vaughn,687093,2022,156,11,21.8,.291,.259,84.6,35.2,7.4,34.3,97.006606667,92.504939352,25.6,51.9
