Outcome, Balls, CalledStrikes, Whiffs, Fouls, EV, LA
Walk, 4, 1, 1, 0, None, None
Groundout, 1, 0, 0, 0, 69.2, 5
Strikeout, 1, 0, 2, 1, None, None
Groundout, 2, 2, 0, 2, 62.1, None
Flyout, 1, 0, 0, 0, 91.9, 38
GIDP, 0, 0, 0, 0, 73.6, -14
Double, 0, 1, 0, 0, 98.7, 28
Walk, 4, 1, 1, 0, None, None
Strikeout, 2, 1, 2, 0, None, None
Single, 0, 1, 1, 0, 65.4, 16
Strikeout, 2, 1, 2, 0, None, None
Strikeout, 1, 2, 1, 0, None, None
Strikeout, 2, 0, 1, 2, None, None
Strikeout, 3, 1, 1, 2, None, None
Strikeout, 2, 2, 0, 1, None, None
Strikeout, 3, 1, 1, 2, None, None
Lineout, 1, 1, 0, 0, 97.3, 25
Walk, 4, 1, 1, 6, None, None
Groundout, 1, 1, 1, 0, 67.0, -26
Single, 1, 0, 0, 0, 94.1, -18
Strikeout, 1, 0, 3, 0, None, None
Strikeout, 2, 0, 3, 0, None, None
Walk, 4, 1, 0, 1, None, None
Groundout, 1, 0, 0, 0, 46.9, -40
Strikeout, 3, 1, 2, 0, None, None
Strikeout, 0, 1, 1, 1, None, None
Strikeout, 1, 3, 0, 1, None, None
Groundout, 1, 0, 0, 1, 88.2, 7
Pop Out, 0, 0, 1, 0, 53.5, 67
Groundout, 1, 0, 0, 1, 88.2, 7
Single, 0, 0, 0, 0, 104.4, -13
Strikeout, 3, 1, 1, 2, None, None
Walk, 4, 1, 1, 0, None, None
Strikeout, 3, 0, 3, 1, None, None
Hit By Pitch, 0, 0, 0, 0, None, None
Strikeout, 0, 2, 1, 0, None, None
Groundout, 2, 1, 0, 1, 47.8, -61
Pop Out, 2, 0, 0, 2, None, None
Single, 0, 1, 0, 0, 106.9, None
Walk, 4, 1, 0, 1, None, None
Single, 2, 1, 0, 0, 92.1, 10
Strikeout, 1, 0, 2, 4, None, None
Walk, 4, 1, 0, 1, None, None
Pop Out, 0, 0, 1, 0, 68.2, 74
Strikeout, 1, 0, 1, 2, None, None
Home Run, 0, 0, 0, 0, 105.5, 22
Hit By Pitch, 0, 1, 0, 1, None, None
Walk, 4, 0, 1, 3, None, None
Groundout, 1, 0, 0, 3, 66.8, 2
Lineout, 0, 0, 0, 0, 56.1, 22
Single, 2, 0, 0, 0, 102.3, 8
Strikeout, 1, 1, 1, 1, None, None
Flyout, 2, 0, 1, 1, None, None
Walk, 4, 1, 0, 1, None, None
Strikeout, 1, 0, 2, 1, None, None
Flyout, 2, 1, 0, 0, 87.6, 38
Triple Play, 0, 1, 0, 0, 84.4, -32
Single, 1, 0, 0, 0, 105.8, 8
Groundout, 1, 1, 0, 0, 79.6, -2
GIDP, 2, 0, 0, 0, 76.9, -31
Home Run, 0, 1, 1, 1, 110.4, 22
Double, 0, 1, 0, 0, 86.4, 20
Strikeout, 2, 1, 1, 1, None, None
Strikeout, 0, 1, 2, 0, None, None
Walk, 4, 0, 0, 3, None, None
Groundout, 3, 1, 0, 1, 103.9, 3
Strikeout, 1, 2, 1, 0, None, None
Flyout, 2, 1, 0, 1, 81.2, 49
Strikeout, 0, 1, 1, 1, None, None
Home Run, 1, 1, 0, 0, 101.7, 25
Strikeout, 2, 2, 1, 0, None, None
Strikeout, 2, 0, 3, 0, None, None
Pop Out, 3, 1, 0, 1, None, None
Strikeout, 3, 0, 3, 0, None, None
GIDP, 1, 0, 1, 0, 87.9, -5
Strikeout, 0, 1, 1, 1, None, None
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 2, 0, 1, 2, None, None
Flyout, 2, 1, 1, 0, 85.5, 37
Strikeout, 3, 0, 2, 1, None, None
Groundout, 3, 1, 0, 1, 45.7, -17
Walk, 4, 0, 2, 0, None, None
Strikeout, 0, 3, 0, 0, None, None
Strikeout, 3, 1, 2, 0, None, None
Strikeout, 1, 2, 1, 0, None, None
