Outcome, Balls, CalledStrikes, Whiffs, Fouls, EV, LA
Strikeout, 1, 0, 2, 1, None, None
Single, 1, 0, 0, 3, 80.4, 8
Pop Out, 0, 0, 0, 0, 96.5, 74
Strikeout, 1, 1, 2, 0, None, None
Strikeout, 1, 0, 2, 1, None, None
Groundout, 1, 1, 0, 1, 103.5, 3
Groundout, 3, 0, 0, 2, 73.3, -33
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 1, 1, 1, 3, None, None
Groundout, 2, 2, 0, 0, 89.2, -17
Single, 2, 0, 0, 0, 111.9, 5
Groundout, 0, 0, 0, 0, 79.5, -68
Strikeout, 1, 0, 3, 1, None, None
Flyout, 0, 1, 0, 0, 78.2, 41
Strikeout, 3, 1, 1, 2, None, None
Single, 1, 0, 0, 1, 98.1, -4
Strikeout, 1, 2, 0, 1, None, None
Strikeout, 0, 1, 2, 0, None, None
Groundout, 0, 0, 0, 0, 109.2, None
Strikeout, 3, 0, 2, 4, None, None
Single, 3, 0, 0, 1, 82.3, 81
Home Run, 3, 1, 0, 1, 98.6, 26
Flyout, 0, 1, 0, 0, 94.1, 44
Groundout, 1, 0, 0, 0, 99.7, -7
Single, 0, 0, 0, 1, 111.9, 5
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 1, 1, 2, 0, None, None
Home Run, 2, 0, 0, 1, 109.2, 27
Flyout, 1, 0, 1, 0, 90.7, 31
Field Error, 0, 2, 0, 0, 94.7, 4
Strikeout, 0, 2, 0, 1, None, None
Lineout, 0, 1, 0, 0, 101.3, 21
Strikeout, 3, 1, 1, 1, None, None
Groundout, 0, 0, 0, 1, 74.5, -18
Walk, 4, 0, 0, 6, None, None
Single, 3, 1, 1, 1, 88.1, 18
Lineout, 2, 1, 0, 0, 80.7, 23
Single, 0, 0, 0, 1, 101.7, 16
Flyout, 2, 0, 1, 2, 93.2, 26
Double, 2, 0, 0, 0, 101.6, 25
Forceout, 1, 0, 0, 0, 74.9, -3
Groundout, 0, 0, 0, 0, 79.8, -40
Flyout, 0, 1, 0, 1, 83.3, 61
Single, 0, 0, 0, 0, 99.0, 13
Strikeout, 0, 0, 3, 0, None, None
Groundout, 0, 0, 0, 0, 92.3, 1
Hit By Pitch, 0, 1, 0, 0, None, None
Groundout, 1, 0, 0, 1, 83.0, -40
Walk, 4, 0, 1, 0, None, None
Strikeout, 2, 1, 1, 2, None, None
Strikeout, 3, 2, 1, 1, None, None
Flyout, 0, 1, 0, 0, 81.4, 41
Groundout, 0, 0, 0, 0, 97.8, -1
Groundout, 1, 1, 0, 1, 62.8, -44
Strikeout, 1, 2, 0, 1, None, None
Field Error, 0, 0, 0, 0, 107.3, None
Single, 2, 0, 0, 0, 104.1, 11
Groundout, 1, 0, 0, 7, 61.5, -69
Double, 1, 0, 0, 0, 79.7, -1
Single, 2, 1, 0, 1, 81.6, -15
Strikeout, 0, 1, 2, 0, None, None
Walk, 4, 1, 1, 1, None, None
Walk, 4, 0, 1, 2, None, None
Single, 0, 0, 0, 0, 97.4, 13
Lineout, 0, 0, 0, 0, 108.2, 14
Strikeout, 2, 1, 2, 0, None, None
Strikeout, 1, 1, 1, 2, None, None
Strikeout, 2, 0, 1, 2, None, None
Groundout, 1, 0, 0, 0, 41.5, -27
Forceout, 2, 1, 0, 0, 65.6, -22
Field Error, 1, 0, 0, 0, 87.1, -4
Groundout, 1, 1, 0, 0, 100.4, -23
Groundout, 0, 0, 0, 0, 87.7, -17
Lineout, 2, 0, 0, 0, 97.5, 9
Flyout, 0, 1, 0, 0, 98.6, 37
Single, 2, 1, 1, 1, 91.1, None
Home Run, 3, 0, 0, 0, 108.1, 24
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 1, 2, 1, 2, None, None
Single, 3, 1, 1, 0, 90.5, 9
Flyout, 1, 0, 0, 0, 94.0, 47
Single, 0, 1, 1, 0, 71.7, 7
Groundout, 1, 1, 0, 0, 49.4, -24
Strikeout, 1, 2, 1, 0, None, None
Groundout, 1, 1, 0, 0, 98.0, -30
Strikeout, 0, 1, 1, 1, None, None
Strikeout, 3, 1, 2, 1, None, None
Single, 2, 0, 0, 0, 91.0, -7
Groundout, 0, 1, 0, 3, 108.8, -10
Single, 0, 0, 1, 0, 80.2, 33
Double, 2, 0, 1, 0, 105.0, 16
Groundout, 1, 0, 0, 0, 86.5, 8
Triple, 2, 0, 0, 2, 111.8, 12
Groundout, 0, 1, 0, 0, 88.9, -11
Flyout, 2, 0, 0, 3, 100.9, 40
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 3, 2, 1, 1, None, None
Lineout, 0, 1, 0, 0, 94.3, 9
Strikeout, 1, 0, 2, 3, None, None
Lineout, 3, 1, 0, 0, 89.4, 22
Strikeout, 2, 1, 1, 2, None, None
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 0, 0, 2, 1, None, None
Home Run, 1, 1, 0, 0, 100.4, 34
Double, 0, 0, 0, 0, 97.3, 21
Single, 0, 0, 0, 0, 84.8, 14
Groundout, 0, 1, 0, 0, 74.0, -2
Flyout, 1, 1, 1, 0, 77.8, 36
Groundout, 1, 1, 0, 0, 104.8, 7
Walk, 4, 0, 0, 1, None, None
Groundout, 0, 0, 0, 0, 92.8, -1
Pop Out, 3, 1, 1, 1, 90.1, 77
Hit By Pitch, 0, 0, 0, 0, None, None
Flyout, 1, 0, 1, 1, 97.1, 43
Double, 2, 0, 0, 1, 59.6, -3
Walk, 4, 1, 0, 1, None, None
Walk, 4, 0, 1, 5, None, None
Strikeout, 0, 1, 2, 0, None, None
Single, 1, 1, 0, 0, 45.5, 26
Strikeout, 1, 2, 0, 1, None, None
Strikeout, 3, 1, 2, 2, None, None
Groundout, 0, 1, 1, 0, 97.8, -5
Strikeout, 2, 0, 1, 2, None, None
Double, 1, 1, 0, 0, 101.6, 27
Groundout, 3, 2, 0, 0, 105.7, -23
Flyout, 2, 0, 0, 0, 84.1, 56
Walk, 4, 1, 1, 0, None, None
Strikeout, 3, 0, 1, 4, None, None
Strikeout, 1, 0, 1, 2, None, None
Strikeout, 3, 2, 1, 1, None, None
GIDP, 2, 0, 0, 2, 105.2, -7
Strikeout, 2, 2, 1, 0, None, None
Flyout, 0, 0, 0, 0, 76.7, 32
Groundout, 1, 0, 0, 1, 74.3, -7
Home Run, 0, 0, 0, 0, 111.6, 24
Lineout, 1, 0, 0, 1, 84.1, 13
Lineout, 1, 1, 1, 0, 67.4, 13
Groundout, 1, 0, 0, 0, 97.5, 1
Home Run, 3, 1, 1, 1, 110.1, 30
Strikeout, 1, 3, 0, 0, None, None
Flyout, 3, 0, 0, 3, 94.0, 29
Strikeout, 1, 0, 2, 1, None, None
Single, 1, 0, 0, 3, 80.4, 8
Pop Out, 0, 0, 0, 0, 96.5, 74
Strikeout, 1, 1, 2, 0, None, None
Strikeout, 1, 0, 2, 1, None, None
Single, 0, 0, 0, 0, 87.1, 13
Strikeout, 0, 0, 1, 2, None, None
Walk, 4, 1, 0, 1, None, None
Home Run, 0, 0, 0, 0, 113.9, 27
Groundout, 1, 0, 0, 0, 62.6, -35
Strikeout, 2, 1, 1, 2, None, None
Flyout, 1, 1, 1, 0, 77.2, 42
Flyout, 1, 0, 1, 3, 87.3, 30
Strikeout, 3, 0, 3, 2, None, None
Walk, 4, 1, 0, 1, None, None
Walk, 4, 1, 0, 1, None, None
Home Run, 2, 0, 1, 2, 100.2, 34
Single, 0, 0, 0, 1, 104.3, 15
Flyout, 1, 0, 0, 2, 92.0, 28
Strikeout, 2, 0, 1, 2, None, None
Strikeout, 2, 1, 2, 0, None, None
Strikeout, 2, 1, 1, 1, None, None
Strikeout, 3, 1, 0, 3, None, None
Walk, 4, 0, 0, 0, None, None
Groundout, 0, 1, 0, 0, 70.5, -7
Groundout, 0, 1, 0, 0, 75.8, -37
Strikeout, 2, 1, 0, 3, None, None
Single, 0, 0, 1, 0, 102.9, 9
Groundout, 2, 0, 1, 1, 53.6, -44
Strikeout, 2, 0, 2, 2, None, None
Strikeout, 2, 1, 2, 0, None, None
Groundout, 2, 0, 1, 1, 75.8, -5
Strikeout, 1, 2, 1, 0, None, None
Strikeout, 0, 2, 1, 0, None, None
Strikeout, 2, 1, 2, 0, None, None
Single, 2, 0, 1, 0, 101.6, -29
Strikeout, 1, 1, 1, 1, None, None
Strikeout, 1, 2, 0, 2, None, None
Groundout, 0, 0, 0, 0, 80.9, 3
Strikeout, 1, 1, 1, 1, None, None
Home Run, 2, 0, 0, 0, 107.8, 28
Walk, 4, 0, 0, 1, None, None
Strikeout, 1, 0, 1, 3, None, None
Flyout, 0, 0, 0, 0, 85.6, 30
Pop Out, 0, 0, 0, 1, 78.1, 79
Flyout, 0, 0, 0, 0, 82.6, 37
Groundout, 3, 1, 0, 1, 46.2, -64
Home Run, 1, 0, 0, 0, 111.0, 22
Groundout, 1, 0, 0, 0, 103.3, -18
Home Run, 0, 0, 0, 0, 112.0, 23
Groundout, 0, 0, 1, 0, 68.1, -19
Single, 0, 1, 0, 1, 79.7, 21
Triple, 2, 1, 1, 1, 90.0, 36
Single, 3, 1, 0, 0, 112.2, 12
Flyout, 2, 1, 1, 1, 99.3, 29
Groundout, 1, 0, 0, 0, 102.0, -2
Groundout, 3, 1, 0, 1, 88.1, -1
Strikeout, 1, 0, 3, 1, None, None
Strikeout, 3, 0, 3, 0, None, None
Groundout, 2, 0, 0, 0, 87.4, -25
Strikeout, 2, 1, 1, 1, None, None
Hit By Pitch, 0, 1, 1, 0, None, None
Strikeout, 2, 2, 1, 0, None, None
Home Run, 1, 0, 1, 2, 105.6, 30
Pop Out, 0, 0, 0, 0, 91.0, 76
Home Run, 0, 0, 0, 0, 106.8, 24
Walk, 4, 0, 0, 0, None, None
Strikeout, 2, 0, 3, 0, None, None
Single, 0, 0, 0, 0, 96.3, 12
Strikeout, 2, 0, 3, 0, None, None
Strikeout, 0, 2, 0, 1, None, None
Groundout, 2, 0, 0, 1, 67.6, -26
Strikeout, 1, 0, 2, 1, None, None
Strikeout, 1, 1, 2, 2, None, None
Strikeout, 1, 0, 2, 3, None, None
Double, 0, 0, 1, 1, 89.9, 16
Sac Fly, 0, 0, 1, 1, 92.4, 21
Groundout, 2, 0, 0, 1, 74.3, -12
Single, 1, 0, 0, 3, 100.6, 1
Strikeout, 2, 2, 0, 1, None, None
Home Run, 2, 2, 0, 1, 105.6, 35
Strikeout, 3, 2, 0, 1, None, None
Single, 3, 1, 0, 1, 106.1, 6
Flyout, 0, 0, 0, 0, 79.0, 34
Lineout, 3, 0, 1, 0, 100.9, 16
Groundout, 0, 0, 0, 0, 93.9, 2
Forceout, 3, 1, 0, 0, 94.0, -10
Walk, 4, 1, 1, 2, None, None
Strikeout, 2, 1, 2, 1, None, None
Single, 1, 0, 1, 0, 107.3, 14
Groundout, 1, 0, 0, 0, 82.7, -29
Groundout, 3, 1, 1, 2, 100.4, -17
Double, 1, 0, 0, 2, 109.0, 21
Strikeout, 3, 1, 1, 1, None, None
Single, 1, 0, 1, 1, 95.2, -30
Flyout, 2, 0, 1, 1, 89.1, 29
Single, 1, 2, 0, 1, 89.4, -14
GIDP, 0, 0, 1, 1, 69.4, -12
Single, 0, 1, 0, 2, 77.5, 15
Strikeout, 3, 1, 2, 1, None, None
Flyout, 2, 0, 0, 0, 90.8, 35
Walk, 4, 1, 0, 0, None, None
Strikeout, 1, 0, 3, 0, None, None
Single, 0, 0, 0, 0, 102.7, 14
Walk, 4, 1, 0, 0, None, None
Strikeout, 2, 0, 2, 1, None, None
Home Run, 0, 0, 0, 0, 113.9, 27
Groundout, 1, 0, 0, 0, 62.6, -35
Strikeout, 2, 1, 1, 2, None, None
Flyout, 1, 1, 1, 0, 77.2, 42
Strikeout, 2, 3, 0, 0, None, None
Flyout, 3, 0, 0, 2, 84.0, 52
Groundout, 0, 0, 0, 0, 83.3, -65
Strikeout, 0, 1, 1, 1, None, None
Single, 0, 0, 0, 0, 102.2, 9
Flyout, 1, 0, 0, 0, 100.9, 27
